"HOOD_158","year","theft_count","neighbourhood_name","TSNS.DESIGNATION","population","low_income","income","housing_cost","unemployment","auto_theft_rate"
"142",2021,56,"Woburn North","Neighbourhood Improvement Area (formerly Woburn)",26580,15.5,74500,2980,16,21.0684725357412
"142",2022,105,"Woburn North","Neighbourhood Improvement Area (formerly Woburn)",26580,15.5,74500,2980,16,39.5033860045147
"142",2023,104,"Woburn North","Neighbourhood Improvement Area (formerly Woburn)",26580,15.5,74500,2980,16,39.1271632806622
"142",2024,87,"Woburn North","Neighbourhood Improvement Area (formerly Woburn)",26580,15.5,74500,2980,16,32.7313769751693
"142",2025,90,"Woburn North","Neighbourhood Improvement Area (formerly Woburn)",26580,15.5,74500,2980,16,33.8600451467269
"143",2014,30,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,14.5137880986938
"143",2015,29,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,14.0299951620706
"143",2016,7,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,3.38655055636188
"143",2017,7,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,3.38655055636188
"143",2018,13,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,6.28930817610063
"143",2019,31,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,14.9975810353169
"143",2020,20,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,9.67585873246251
"143",2021,38,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,18.3841315916788
"143",2022,66,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,31.9303338171263
"143",2023,107,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,51.7658442186744
"143",2024,86,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,41.6061925495888
"143",2025,101,"West Rouge","Not an NIA or Emerging Neighbourhood",20670,6.2,108000,1450,14.5,48.8630865989357
"144",2014,30,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,12.0288692862871
"144",2015,24,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,9.62309542902967
"144",2016,17,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,6.81635926222935
"144",2017,24,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,9.62309542902967
"144",2018,45,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,18.0433039294306
"144",2019,55,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,22.0529270248597
"144",2020,41,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,16.439454691259
"144",2021,77,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,30.8740978348035
"144",2022,132,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,52.9270248596632
"144",2023,157,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,62.9510825982358
"144",2024,135,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,54.1299117882919
"144",2025,96,"Morningside Heights","Not an NIA or Emerging Neighbourhood",24940,5.7,117000,1715,15,38.4923817161187
"145",2014,7,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,4.04157043879908
"145",2015,18,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,10.3926096997691
"145",2016,17,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,9.81524249422633
"145",2017,30,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,17.3210161662818
"145",2018,26,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,15.0115473441109
"145",2019,38,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,21.9399538106236
"145",2020,24,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,13.8568129330254
"145",2021,22,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,12.70207852194
"145",2022,55,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,31.7551963048499
"145",2023,60,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,34.6420323325635
"145",2024,65,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,37.5288683602771
"145",2025,66,"Malvern West","Emerging Neighbourhood",17320,9.7,88000,1510,17.5,38.1062355658199
"146",2014,17,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,6.51465798045603
"146",2015,15,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,5.74822762981414
"146",2016,18,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,6.89787315577697
"146",2017,27,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,10.3468097336655
"146",2018,34,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,13.0293159609121
"146",2019,40,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,15.3286070128377
"146",2020,41,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,15.7118221881587
"146",2021,44,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,16.8614677141215
"146",2022,44,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,16.8614677141215
"146",2023,67,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,25.6754167465032
"146",2024,78,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,29.8907836750335
"146",2025,63,"Malvern East","Emerging Neighbourhood",26095,11.7,85000,2530,16.2,24.1425560452194
"147",2014,11,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,5.10559294499884
"147",2015,12,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,5.56973775818055
"147",2016,15,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,6.96217219772569
"147",2017,14,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,6.49802738454398
"147",2018,19,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,8.81875145045254
"147",2019,22,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,10.2111858899977
"147",2020,21,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,9.74704107681597
"147",2021,19,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,8.81875145045254
"147",2022,31,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,14.3884892086331
"147",2023,66,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,30.633557669993
"147",2024,57,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,26.4562543513576
"147",2025,55,"L'Amoreaux West","Emerging Neighbourhood",21545,15.8,72500,2565,15.8,25.5279647249942
"148",2014,7,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,3.25657129565015
"148",2015,8,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,3.72179576645732
"148",2016,13,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,6.04791812049314
"148",2017,11,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,5.11746917887881
"148",2018,14,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,6.5131425913003
"148",2019,14,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,6.5131425913003
"148",2020,14,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,6.5131425913003
"148",2021,19,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,8.83926494533612
"148",2022,46,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,21.4003256571296
"148",2023,53,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,24.6568969527797
"148",2024,72,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,33.4961618981158
"148",2025,40,"East L'Amoreaux","Emerging Neighbourhood",21495,13.5,85000,2325,17.9,18.6089788322866
"149",2014,17,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,12.1732903687791
"149",2015,19,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,13.6054421768707
"149",2016,11,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,7.87683494450412
"149",2017,17,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,12.1732903687791
"149",2018,10,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,7.16075904045829
"149",2019,8,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,5.72860723236663
"149",2020,23,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,16.4697457930541
"149",2021,19,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,13.6054421768707
"149",2022,38,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,27.2108843537415
"149",2023,56,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,40.1002506265664
"149",2024,64,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,45.828857858933
"149",2025,46,"Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood",13965,10.7,98000,1545,16.3,32.9394915861081
"150",2014,22,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,10.7264748902974
"150",2015,16,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,7.80107264748903
"150",2016,17,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,8.28863968795709
"150",2017,29,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,14.1394441735739
"150",2018,13,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,6.33837152608484
"150",2019,23,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,11.2140419307655
"150",2020,23,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,11.2140419307655
"150",2021,33,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,16.0897123354461
"150",2022,37,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,18.0399804973184
"150",2023,45,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,21.9405168210629
"150",2024,80,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,39.0053632374451
"150",2025,62,"Fenside-Parkwoods","Not an NIA or Emerging Neighbourhood",20510,13.2,78000,2670,15.7,30.22915650902
"151",2014,8,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,3.96825396825397
"151",2015,6,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,2.97619047619048
"151",2016,6,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,2.97619047619048
"151",2017,18,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,8.92857142857143
"151",2018,18,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,8.92857142857143
"151",2019,27,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,13.3928571428571
"151",2020,20,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,9.92063492063492
"151",2021,42,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,20.8333333333333
"151",2022,41,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,20.3373015873016
"151",2023,47,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,23.3134920634921
"151",2024,31,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,15.3769841269841
"151",2025,24,"Yonge-Doris","Not an NIA or Emerging Neighbourhood",20160,22.5,73000,4545,12.8,11.9047619047619
"152",2014,16,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,10.3325799160478
"152",2015,21,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,13.5615111398127
"152",2016,31,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,20.0193735873426
"152",2017,17,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,10.9783661608008
"152",2018,15,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,9.6867936712948
"152",2019,32,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,20.6651598320956
"152",2020,21,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,13.5615111398127
"152",2021,45,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,29.0603810138844
"152",2022,44,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,28.4145947691314
"152",2023,91,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,58.7665482725218
"152",2024,46,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,29.7061672586374
"152",2025,32,"East Willowdale","Not an NIA or Emerging Neighbourhood",15485,16.9,95000,2330,13.5,20.6651598320956
"153",2014,13,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,9.427121102248
"153",2015,9,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,6.52646845540247
"153",2016,10,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,7.25163161711385
"153",2017,4,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,2.90065264684554
"153",2018,11,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,7.97679477882524
"153",2019,16,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,11.6026105873822
"153",2020,34,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,24.6555474981871
"153",2021,32,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,23.2052211747643
"153",2022,19,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,13.7781000725163
"153",2023,28,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,20.3045685279188
"153",2024,18,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,13.0529369108049
"153",2025,11,"Avondale","Not an NIA or Emerging Neighbourhood",13790,18.6,84000,3010,11.4,7.97679477882524
"154",2014,69,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,32.2128851540616
"154",2015,69,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,32.2128851540616
"154",2016,54,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,25.2100840336134
"154",2017,55,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,25.6769374416433
"154",2018,77,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,35.9477124183007
"154",2019,89,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,41.5499533146592
"154",2020,100,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,46.6853408029879
"154",2021,113,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,52.7544351073763
"154",2022,110,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,51.3538748832867
"154",2023,167,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,77.9645191409897
"154",2024,109,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,50.8870214752568
"154",2025,111,"Oakdale-Beverley Heights","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",21420,14.4,71500,2125,16.9,51.8207282913165
"155",2014,37,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,20.5898720089037
"155",2015,36,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,20.0333889816361
"155",2016,36,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,20.0333889816361
"155",2017,31,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,17.2509738452977
"155",2018,36,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,20.0333889816361
"155",2019,70,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,38.9538119087368
"155",2020,54,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,30.0500834724541
"155",2021,59,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,32.8324986087924
"155",2022,128,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,71.2298274902615
"155",2023,102,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,56.7612687813022
"155",2024,82,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,45.6316082359488
"155",2025,77,"Downsview","Neighbourhood Improvement Area (formerly Downsview-Roding-CFB)",17970,9.6,82000,2090,14.5,42.8491930996105
"156",2014,38,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,20.3371688520203
"156",2015,40,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,21.4075461600214
"156",2016,41,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,21.9427348140219
"156",2017,26,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,13.9149050040139
"156",2018,39,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,20.8723575060209
"156",2019,38,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,20.3371688520203
"156",2020,48,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,25.6890553920257
"156",2021,77,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,41.2095263580412
"156",2022,84,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,44.955846936045
"156",2023,153,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,81.8838640620819
"156",2024,127,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,67.968959058068
"156",2025,96,"Bendale-Glen Andrew","Not an NIA or Emerging Neighbourhood",18685,17,74500,2425,15,51.3781107840514
"157",2014,9,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,8.39160839160839
"157",2015,12,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,11.1888111888112
"157",2016,8,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,7.45920745920746
"157",2017,11,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,10.2564102564103
"157",2018,14,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,13.0536130536131
"157",2019,19,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,17.7156177156177
"157",2020,8,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,7.45920745920746
"157",2021,15,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,13.986013986014
"157",2022,23,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,21.4452214452214
"157",2023,24,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,22.3776223776224
"157",2024,33,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,30.7692307692308
"157",2025,34,"Bendale South","Not an NIA or Emerging Neighbourhood",10725,9.7,90000,905,15.4,31.7016317016317
"158",2014,28,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,11.9352088661552
"158",2015,28,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,11.9352088661552
"158",2016,35,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,14.9190110826939
"158",2017,25,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,10.6564364876385
"158",2018,40,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,17.0502983802217
"158",2019,57,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,24.2966751918159
"158",2020,50,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,21.3128729752771
"158",2021,60,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,25.5754475703325
"158",2022,94,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,40.0682011935209
"158",2023,172,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,73.3162830349531
"158",2024,86,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,36.6581415174766
"158",2025,47,"Islington","Not an NIA or Emerging Neighbourhood",23460,8.5,102000,2355,13,20.0341005967604
"159",2014,68,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,28.8135593220339
"159",2015,82,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,34.7457627118644
"159",2016,103,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,43.6440677966102
"159",2017,72,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,30.5084745762712
"159",2018,118,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,50
"159",2019,118,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,50
"159",2020,107,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,45.3389830508475
"159",2021,119,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,50.4237288135593
"159",2022,186,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,78.8135593220339
"159",2023,299,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,126.694915254237
"159",2024,267,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,113.135593220339
"159",2025,184,"Etobicoke City Centre","Not an NIA or Emerging Neighbourhood",23600,13.6,83000,4245,11.1,77.9661016949153
"160",2014,32,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,18.7738339689058
"160",2015,25,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,14.6670577882077
"160",2016,31,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,18.1871516573775
"160",2017,25,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,14.6670577882077
"160",2018,16,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,9.38691698445292
"160",2019,42,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,24.6406570841889
"160",2020,32,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,18.7738339689058
"160",2021,35,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,20.5338809034908
"160",2022,67,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,39.3077148723966
"160",2023,72,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,42.2411264300381
"160",2024,78,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,45.761220299208
"160",2025,53,"Mimico-Queensway","Not an NIA or Emerging Neighbourhood",17045,12.4,84000,2260,11.6,31.0941625110003
"161",2014,6,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,2.6542800265428
"161",2015,12,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,5.3085600530856
"161",2016,10,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,4.423800044238
"161",2017,33,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,14.5985401459854
"161",2018,15,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,6.635700066357
"161",2019,25,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,11.059500110595
"161",2020,28,"Humber Bay Shores","Not an NIA or Emerging Neighbourhood",22605,13.5,85000,5610,12.4,12.3866401238664
