"HOOD_158","year","month","CSI_CATEGORY","crime_count","neighbourhood_name"
"098",2025,"August","Robbery",2,"Rosedale-Moore Park"
"098",2025,"August","Theft Over",1,"Rosedale-Moore Park"
"098",2025,"September","Assault",25,"Rosedale-Moore Park"
"098",2025,"September","Auto Theft",3,"Rosedale-Moore Park"
"098",2025,"September","Break and Enter",8,"Rosedale-Moore Park"
"098",2025,"October","Assault",34,"Rosedale-Moore Park"
"098",2025,"October","Auto Theft",7,"Rosedale-Moore Park"
"098",2025,"October","Break and Enter",10,"Rosedale-Moore Park"
"098",2025,"November","Assault",16,"Rosedale-Moore Park"
"098",2025,"November","Auto Theft",4,"Rosedale-Moore Park"
"098",2025,"November","Break and Enter",14,"Rosedale-Moore Park"
"098",2025,"November","Robbery",4,"Rosedale-Moore Park"
"098",2025,"November","Theft Over",2,"Rosedale-Moore Park"
"098",2025,"December","Assault",14,"Rosedale-Moore Park"
"098",2025,"December","Auto Theft",6,"Rosedale-Moore Park"
"098",2025,"December","Break and Enter",7,"Rosedale-Moore Park"
"098",2025,"December","Robbery",1,"Rosedale-Moore Park"
"098",2025,"December","Theft Over",2,"Rosedale-Moore Park"
"099",2020,"January","Assault",5,"Mount Pleasant East"
"099",2020,"January","Auto Theft",3,"Mount Pleasant East"
"099",2020,"January","Break and Enter",3,"Mount Pleasant East"
"099",2020,"February","Assault",3,"Mount Pleasant East"
"099",2020,"February","Break and Enter",3,"Mount Pleasant East"
"099",2020,"March","Assault",4,"Mount Pleasant East"
"099",2020,"March","Break and Enter",3,"Mount Pleasant East"
"099",2020,"March","Robbery",1,"Mount Pleasant East"
"099",2020,"March","Theft Over",1,"Mount Pleasant East"
"099",2020,"April","Assault",1,"Mount Pleasant East"
"099",2020,"April","Break and Enter",3,"Mount Pleasant East"
"099",2020,"April","Robbery",2,"Mount Pleasant East"
"099",2020,"May","Assault",5,"Mount Pleasant East"
"099",2020,"May","Theft Over",1,"Mount Pleasant East"
"099",2020,"June","Assault",4,"Mount Pleasant East"
"099",2020,"June","Auto Theft",3,"Mount Pleasant East"
"099",2020,"June","Break and Enter",4,"Mount Pleasant East"
"099",2020,"June","Theft Over",1,"Mount Pleasant East"
"099",2020,"July","Assault",2,"Mount Pleasant East"
"099",2020,"July","Auto Theft",1,"Mount Pleasant East"
"099",2020,"July","Break and Enter",6,"Mount Pleasant East"
"099",2020,"July","Robbery",5,"Mount Pleasant East"
"099",2020,"August","Assault",5,"Mount Pleasant East"
"099",2020,"August","Auto Theft",3,"Mount Pleasant East"
"099",2020,"August","Break and Enter",4,"Mount Pleasant East"
"099",2020,"August","Robbery",2,"Mount Pleasant East"
"099",2020,"September","Assault",7,"Mount Pleasant East"
"099",2020,"September","Auto Theft",5,"Mount Pleasant East"
"099",2020,"September","Break and Enter",2,"Mount Pleasant East"
"099",2020,"September","Robbery",1,"Mount Pleasant East"
"099",2020,"October","Assault",3,"Mount Pleasant East"
"099",2020,"October","Auto Theft",4,"Mount Pleasant East"
"099",2020,"October","Break and Enter",5,"Mount Pleasant East"
"099",2020,"November","Assault",1,"Mount Pleasant East"
"099",2020,"November","Auto Theft",1,"Mount Pleasant East"
"099",2020,"November","Robbery",1,"Mount Pleasant East"
"099",2020,"December","Assault",1,"Mount Pleasant East"
"099",2020,"December","Auto Theft",1,"Mount Pleasant East"
"099",2020,"December","Break and Enter",3,"Mount Pleasant East"
"099",2020,"December","Robbery",3,"Mount Pleasant East"
"099",2020,"December","Theft Over",1,"Mount Pleasant East"
"099",2021,"January","Assault",4,"Mount Pleasant East"
"099",2021,"January","Auto Theft",2,"Mount Pleasant East"
"099",2021,"January","Break and Enter",2,"Mount Pleasant East"
"099",2021,"February","Assault",4,"Mount Pleasant East"
"099",2021,"February","Auto Theft",4,"Mount Pleasant East"
"099",2021,"March","Assault",2,"Mount Pleasant East"
"099",2021,"March","Auto Theft",1,"Mount Pleasant East"
"099",2021,"March","Break and Enter",3,"Mount Pleasant East"
"099",2021,"April","Assault",1,"Mount Pleasant East"
"099",2021,"April","Auto Theft",3,"Mount Pleasant East"
"099",2021,"April","Break and Enter",8,"Mount Pleasant East"
"099",2021,"May","Assault",13,"Mount Pleasant East"
"099",2021,"May","Auto Theft",5,"Mount Pleasant East"
"099",2021,"May","Break and Enter",4,"Mount Pleasant East"
"099",2021,"May","Theft Over",1,"Mount Pleasant East"
"099",2021,"June","Assault",4,"Mount Pleasant East"
"099",2021,"June","Auto Theft",3,"Mount Pleasant East"
"099",2021,"June","Break and Enter",2,"Mount Pleasant East"
"099",2021,"July","Assault",4,"Mount Pleasant East"
"099",2021,"July","Auto Theft",1,"Mount Pleasant East"
"099",2021,"July","Robbery",3,"Mount Pleasant East"
"099",2021,"August","Assault",4,"Mount Pleasant East"
"099",2021,"August","Auto Theft",2,"Mount Pleasant East"
"099",2021,"August","Robbery",2,"Mount Pleasant East"
"099",2021,"August","Theft Over",2,"Mount Pleasant East"
"099",2021,"September","Assault",3,"Mount Pleasant East"
"099",2021,"September","Auto Theft",5,"Mount Pleasant East"
"099",2021,"September","Break and Enter",5,"Mount Pleasant East"
"099",2021,"September","Robbery",4,"Mount Pleasant East"
"099",2021,"October","Assault",7,"Mount Pleasant East"
"099",2021,"October","Auto Theft",5,"Mount Pleasant East"
"099",2021,"October","Break and Enter",2,"Mount Pleasant East"
"099",2021,"November","Assault",6,"Mount Pleasant East"
"099",2021,"November","Auto Theft",4,"Mount Pleasant East"
"099",2021,"November","Break and Enter",6,"Mount Pleasant East"
"099",2021,"November","Theft Over",1,"Mount Pleasant East"
"099",2021,"December","Assault",2,"Mount Pleasant East"
"099",2021,"December","Auto Theft",2,"Mount Pleasant East"
"099",2021,"December","Break and Enter",2,"Mount Pleasant East"
"099",2021,"December","Theft Over",1,"Mount Pleasant East"
"099",2022,"January","Assault",3,"Mount Pleasant East"
"099",2022,"January","Auto Theft",6,"Mount Pleasant East"
"099",2022,"January","Break and Enter",5,"Mount Pleasant East"
"099",2022,"February","Assault",5,"Mount Pleasant East"
"099",2022,"February","Auto Theft",5,"Mount Pleasant East"
"099",2022,"February","Break and Enter",2,"Mount Pleasant East"
"099",2022,"February","Theft Over",1,"Mount Pleasant East"
"099",2022,"March","Assault",3,"Mount Pleasant East"
"099",2022,"March","Auto Theft",3,"Mount Pleasant East"
"099",2022,"March","Break and Enter",2,"Mount Pleasant East"
"099",2022,"March","Robbery",2,"Mount Pleasant East"
"099",2022,"April","Assault",4,"Mount Pleasant East"
"099",2022,"April","Auto Theft",4,"Mount Pleasant East"
"099",2022,"May","Assault",9,"Mount Pleasant East"
"099",2022,"May","Auto Theft",7,"Mount Pleasant East"
"099",2022,"May","Break and Enter",3,"Mount Pleasant East"
"099",2022,"May","Robbery",1,"Mount Pleasant East"
"099",2022,"May","Theft Over",1,"Mount Pleasant East"
"099",2022,"June","Assault",8,"Mount Pleasant East"
"099",2022,"June","Auto Theft",2,"Mount Pleasant East"
"099",2022,"June","Break and Enter",2,"Mount Pleasant East"
"099",2022,"June","Theft Over",1,"Mount Pleasant East"
"099",2022,"July","Assault",2,"Mount Pleasant East"
"099",2022,"July","Auto Theft",7,"Mount Pleasant East"
"099",2022,"July","Break and Enter",4,"Mount Pleasant East"
"099",2022,"August","Assault",2,"Mount Pleasant East"
"099",2022,"August","Auto Theft",2,"Mount Pleasant East"
"099",2022,"August","Break and Enter",2,"Mount Pleasant East"
"099",2022,"September","Assault",6,"Mount Pleasant East"
"099",2022,"September","Auto Theft",2,"Mount Pleasant East"
"099",2022,"September","Break and Enter",2,"Mount Pleasant East"
"099",2022,"October","Assault",5,"Mount Pleasant East"
"099",2022,"October","Auto Theft",9,"Mount Pleasant East"
"099",2022,"October","Break and Enter",1,"Mount Pleasant East"
"099",2022,"November","Assault",4,"Mount Pleasant East"
"099",2022,"November","Auto Theft",4,"Mount Pleasant East"
"099",2022,"November","Theft Over",1,"Mount Pleasant East"
"099",2022,"December","Assault",3,"Mount Pleasant East"
"099",2022,"December","Auto Theft",11,"Mount Pleasant East"
"099",2022,"December","Break and Enter",4,"Mount Pleasant East"
"099",2022,"December","Robbery",1,"Mount Pleasant East"
"099",2023,"January","Assault",3,"Mount Pleasant East"
"099",2023,"January","Auto Theft",1,"Mount Pleasant East"
"099",2023,"January","Break and Enter",3,"Mount Pleasant East"
"099",2023,"January","Theft Over",1,"Mount Pleasant East"
"099",2023,"February","Assault",6,"Mount Pleasant East"
"099",2023,"February","Auto Theft",8,"Mount Pleasant East"
"099",2023,"February","Robbery",2,"Mount Pleasant East"
"099",2023,"February","Theft Over",1,"Mount Pleasant East"
"099",2023,"March","Assault",3,"Mount Pleasant East"
"099",2023,"March","Auto Theft",11,"Mount Pleasant East"
"099",2023,"March","Break and Enter",2,"Mount Pleasant East"
"099",2023,"April","Assault",7,"Mount Pleasant East"
"099",2023,"April","Auto Theft",7,"Mount Pleasant East"
"099",2023,"April","Robbery",1,"Mount Pleasant East"
"099",2023,"May","Assault",3,"Mount Pleasant East"
"099",2023,"May","Auto Theft",7,"Mount Pleasant East"
"099",2023,"May","Break and Enter",3,"Mount Pleasant East"
"099",2023,"May","Theft Over",1,"Mount Pleasant East"
"099",2023,"June","Assault",17,"Mount Pleasant East"
"099",2023,"June","Auto Theft",2,"Mount Pleasant East"
"099",2023,"June","Break and Enter",3,"Mount Pleasant East"
"099",2023,"June","Theft Over",2,"Mount Pleasant East"
"099",2023,"July","Assault",7,"Mount Pleasant East"
"099",2023,"July","Auto Theft",2,"Mount Pleasant East"
"099",2023,"July","Break and Enter",2,"Mount Pleasant East"
"099",2023,"July","Robbery",2,"Mount Pleasant East"
"099",2023,"August","Assault",9,"Mount Pleasant East"
"099",2023,"August","Auto Theft",4,"Mount Pleasant East"
"099",2023,"August","Theft Over",1,"Mount Pleasant East"
"099",2023,"September","Assault",5,"Mount Pleasant East"
"099",2023,"September","Auto Theft",3,"Mount Pleasant East"
"099",2023,"September","Robbery",1,"Mount Pleasant East"
"099",2023,"October","Assault",5,"Mount Pleasant East"
"099",2023,"October","Auto Theft",9,"Mount Pleasant East"
"099",2023,"October","Break and Enter",3,"Mount Pleasant East"
"099",2023,"November","Assault",6,"Mount Pleasant East"
"099",2023,"November","Auto Theft",1,"Mount Pleasant East"
"099",2023,"November","Break and Enter",3,"Mount Pleasant East"
"099",2023,"November","Robbery",2,"Mount Pleasant East"
"099",2023,"December","Assault",3,"Mount Pleasant East"
"099",2023,"December","Auto Theft",2,"Mount Pleasant East"
"099",2023,"December","Break and Enter",2,"Mount Pleasant East"
"099",2024,"January","Assault",3,"Mount Pleasant East"
"099",2024,"January","Auto Theft",7,"Mount Pleasant East"
"099",2024,"January","Break and Enter",4,"Mount Pleasant East"
"099",2024,"January","Robbery",2,"Mount Pleasant East"
"099",2024,"February","Assault",6,"Mount Pleasant East"
"099",2024,"February","Auto Theft",1,"Mount Pleasant East"
"099",2024,"February","Break and Enter",7,"Mount Pleasant East"
"099",2024,"March","Assault",8,"Mount Pleasant East"
"099",2024,"March","Auto Theft",9,"Mount Pleasant East"
"099",2024,"March","Break and Enter",4,"Mount Pleasant East"
"099",2024,"March","Theft Over",1,"Mount Pleasant East"
"099",2024,"April","Assault",2,"Mount Pleasant East"
"099",2024,"April","Auto Theft",4,"Mount Pleasant East"
"099",2024,"April","Break and Enter",3,"Mount Pleasant East"
"099",2024,"April","Theft Over",1,"Mount Pleasant East"
"099",2024,"May","Assault",4,"Mount Pleasant East"
"099",2024,"May","Auto Theft",3,"Mount Pleasant East"
"099",2024,"May","Break and Enter",5,"Mount Pleasant East"
"099",2024,"May","Robbery",1,"Mount Pleasant East"
"099",2024,"June","Assault",2,"Mount Pleasant East"
"099",2024,"June","Auto Theft",5,"Mount Pleasant East"
"099",2024,"June","Break and Enter",2,"Mount Pleasant East"
"099",2024,"June","Theft Over",1,"Mount Pleasant East"
"099",2024,"July","Assault",2,"Mount Pleasant East"
"099",2024,"July","Auto Theft",4,"Mount Pleasant East"
"099",2024,"July","Break and Enter",5,"Mount Pleasant East"
"099",2024,"August","Assault",1,"Mount Pleasant East"
"099",2024,"August","Auto Theft",3,"Mount Pleasant East"
"099",2024,"August","Break and Enter",6,"Mount Pleasant East"
"099",2024,"September","Assault",8,"Mount Pleasant East"
"099",2024,"September","Auto Theft",6,"Mount Pleasant East"
"099",2024,"September","Break and Enter",2,"Mount Pleasant East"
"099",2024,"September","Robbery",1,"Mount Pleasant East"
"099",2024,"September","Theft Over",1,"Mount Pleasant East"
"099",2024,"October","Assault",5,"Mount Pleasant East"
"099",2024,"October","Auto Theft",1,"Mount Pleasant East"
"099",2024,"October","Robbery",1,"Mount Pleasant East"
"099",2024,"October","Theft Over",1,"Mount Pleasant East"
"099",2024,"November","Assault",7,"Mount Pleasant East"
"099",2024,"November","Auto Theft",2,"Mount Pleasant East"
"099",2024,"November","Break and Enter",5,"Mount Pleasant East"
"099",2024,"December","Assault",4,"Mount Pleasant East"
"099",2024,"December","Auto Theft",4,"Mount Pleasant East"
"099",2024,"December","Break and Enter",5,"Mount Pleasant East"
"099",2025,"January","Assault",4,"Mount Pleasant East"
"099",2025,"January","Auto Theft",4,"Mount Pleasant East"
"099",2025,"January","Break and Enter",4,"Mount Pleasant East"
"099",2025,"February","Auto Theft",6,"Mount Pleasant East"
"099",2025,"February","Break and Enter",2,"Mount Pleasant East"
"099",2025,"March","Assault",6,"Mount Pleasant East"
"099",2025,"March","Auto Theft",4,"Mount Pleasant East"
"099",2025,"March","Break and Enter",7,"Mount Pleasant East"
"099",2025,"April","Assault",4,"Mount Pleasant East"
"099",2025,"April","Auto Theft",3,"Mount Pleasant East"
"099",2025,"April","Break and Enter",6,"Mount Pleasant East"
"099",2025,"April","Theft Over",2,"Mount Pleasant East"
"099",2025,"May","Assault",4,"Mount Pleasant East"
"099",2025,"May","Auto Theft",2,"Mount Pleasant East"
"099",2025,"May","Break and Enter",3,"Mount Pleasant East"
"099",2025,"June","Assault",2,"Mount Pleasant East"
"099",2025,"June","Auto Theft",6,"Mount Pleasant East"
"099",2025,"July","Assault",6,"Mount Pleasant East"
"099",2025,"July","Auto Theft",7,"Mount Pleasant East"
"099",2025,"July","Break and Enter",2,"Mount Pleasant East"
"099",2025,"August","Assault",7,"Mount Pleasant East"
"099",2025,"August","Break and Enter",1,"Mount Pleasant East"
"099",2025,"August","Theft Over",3,"Mount Pleasant East"
"099",2025,"September","Assault",8,"Mount Pleasant East"
"099",2025,"September","Auto Theft",3,"Mount Pleasant East"
"099",2025,"September","Break and Enter",2,"Mount Pleasant East"
"099",2025,"September","Theft Over",1,"Mount Pleasant East"
"099",2025,"October","Assault",7,"Mount Pleasant East"
"099",2025,"October","Auto Theft",1,"Mount Pleasant East"
"099",2025,"October","Break and Enter",2,"Mount Pleasant East"
"099",2025,"October","Robbery",1,"Mount Pleasant East"
"099",2025,"November","Assault",7,"Mount Pleasant East"
"099",2025,"November","Auto Theft",2,"Mount Pleasant East"
"099",2025,"November","Break and Enter",5,"Mount Pleasant East"
"099",2025,"December","Assault",4,"Mount Pleasant East"
"099",2025,"December","Auto Theft",6,"Mount Pleasant East"
"099",2025,"December","Break and Enter",5,"Mount Pleasant East"
"099",2025,"December","Robbery",1,"Mount Pleasant East"
"099",2025,"December","Theft Over",2,"Mount Pleasant East"
"100",2020,"January","Assault",5,"Yonge-Eglinton"
"100",2020,"January","Break and Enter",4,"Yonge-Eglinton"
"100",2020,"January","Robbery",1,"Yonge-Eglinton"
"100",2020,"January","Theft Over",2,"Yonge-Eglinton"
"100",2020,"February","Assault",6,"Yonge-Eglinton"
"100",2020,"February","Auto Theft",3,"Yonge-Eglinton"
"100",2020,"February","Break and Enter",2,"Yonge-Eglinton"
"100",2020,"February","Robbery",1,"Yonge-Eglinton"
"100",2020,"February","Theft Over",1,"Yonge-Eglinton"
"100",2020,"March","Assault",18,"Yonge-Eglinton"
"100",2020,"March","Auto Theft",2,"Yonge-Eglinton"
"100",2020,"March","Break and Enter",2,"Yonge-Eglinton"
"100",2020,"March","Robbery",1,"Yonge-Eglinton"
"100",2020,"April","Assault",3,"Yonge-Eglinton"
"100",2020,"April","Auto Theft",2,"Yonge-Eglinton"
"100",2020,"April","Break and Enter",1,"Yonge-Eglinton"
"100",2020,"April","Theft Over",1,"Yonge-Eglinton"
"100",2020,"May","Assault",4,"Yonge-Eglinton"
"100",2020,"May","Auto Theft",2,"Yonge-Eglinton"
"100",2020,"May","Break and Enter",4,"Yonge-Eglinton"
"100",2020,"May","Robbery",1,"Yonge-Eglinton"
"100",2020,"June","Assault",9,"Yonge-Eglinton"
"100",2020,"June","Auto Theft",1,"Yonge-Eglinton"
"100",2020,"June","Break and Enter",3,"Yonge-Eglinton"
"100",2020,"June","Theft Over",1,"Yonge-Eglinton"
"100",2020,"July","Assault",15,"Yonge-Eglinton"
"100",2020,"July","Auto Theft",4,"Yonge-Eglinton"
"100",2020,"July","Break and Enter",5,"Yonge-Eglinton"
"100",2020,"July","Robbery",1,"Yonge-Eglinton"
"100",2020,"August","Assault",11,"Yonge-Eglinton"
"100",2020,"August","Auto Theft",1,"Yonge-Eglinton"
"100",2020,"August","Break and Enter",5,"Yonge-Eglinton"
"100",2020,"September","Assault",4,"Yonge-Eglinton"
"100",2020,"September","Auto Theft",1,"Yonge-Eglinton"
"100",2020,"September","Break and Enter",1,"Yonge-Eglinton"
"100",2020,"September","Robbery",2,"Yonge-Eglinton"
"100",2020,"October","Assault",3,"Yonge-Eglinton"
"100",2020,"October","Break and Enter",2,"Yonge-Eglinton"
"100",2020,"October","Robbery",1,"Yonge-Eglinton"
"100",2020,"October","Theft Over",2,"Yonge-Eglinton"
"100",2020,"November","Assault",9,"Yonge-Eglinton"
"100",2020,"November","Break and Enter",4,"Yonge-Eglinton"
"100",2020,"November","Robbery",1,"Yonge-Eglinton"
"100",2020,"December","Assault",7,"Yonge-Eglinton"
"100",2020,"December","Auto Theft",1,"Yonge-Eglinton"
"100",2020,"December","Break and Enter",2,"Yonge-Eglinton"
"100",2021,"January","Assault",6,"Yonge-Eglinton"
"100",2021,"January","Break and Enter",3,"Yonge-Eglinton"
"100",2021,"February","Auto Theft",1,"Yonge-Eglinton"
"100",2021,"February","Break and Enter",1,"Yonge-Eglinton"
"100",2021,"March","Assault",4,"Yonge-Eglinton"
"100",2021,"March","Break and Enter",2,"Yonge-Eglinton"
"100",2021,"March","Theft Over",2,"Yonge-Eglinton"
"100",2021,"April","Assault",9,"Yonge-Eglinton"
"100",2021,"April","Break and Enter",4,"Yonge-Eglinton"
"100",2021,"May","Assault",8,"Yonge-Eglinton"
"100",2021,"May","Auto Theft",5,"Yonge-Eglinton"
"100",2021,"May","Break and Enter",3,"Yonge-Eglinton"
"100",2021,"June","Assault",4,"Yonge-Eglinton"
"100",2021,"June","Auto Theft",1,"Yonge-Eglinton"
"100",2021,"June","Break and Enter",2,"Yonge-Eglinton"
"100",2021,"July","Assault",5,"Yonge-Eglinton"
"100",2021,"July","Theft Over",1,"Yonge-Eglinton"
"100",2021,"August","Assault",4,"Yonge-Eglinton"
"100",2021,"August","Auto Theft",3,"Yonge-Eglinton"
"100",2021,"August","Break and Enter",1,"Yonge-Eglinton"
"100",2021,"August","Robbery",2,"Yonge-Eglinton"
"100",2021,"September","Auto Theft",5,"Yonge-Eglinton"
"100",2021,"September","Break and Enter",5,"Yonge-Eglinton"
"100",2021,"October","Assault",5,"Yonge-Eglinton"
"100",2021,"October","Auto Theft",5,"Yonge-Eglinton"
"100",2021,"October","Break and Enter",4,"Yonge-Eglinton"
"100",2021,"October","Robbery",1,"Yonge-Eglinton"
"100",2021,"November","Assault",6,"Yonge-Eglinton"
"100",2021,"November","Auto Theft",3,"Yonge-Eglinton"
"100",2021,"November","Break and Enter",3,"Yonge-Eglinton"
"100",2021,"December","Assault",9,"Yonge-Eglinton"
"100",2021,"December","Auto Theft",6,"Yonge-Eglinton"
"100",2021,"December","Break and Enter",2,"Yonge-Eglinton"
"100",2021,"December","Robbery",1,"Yonge-Eglinton"
"100",2022,"January","Assault",14,"Yonge-Eglinton"
"100",2022,"January","Auto Theft",5,"Yonge-Eglinton"
"100",2022,"January","Break and Enter",1,"Yonge-Eglinton"
"100",2022,"February","Assault",15,"Yonge-Eglinton"
"100",2022,"February","Auto Theft",1,"Yonge-Eglinton"
"100",2022,"February","Break and Enter",2,"Yonge-Eglinton"
"100",2022,"March","Assault",11,"Yonge-Eglinton"
"100",2022,"March","Auto Theft",4,"Yonge-Eglinton"
"100",2022,"March","Break and Enter",3,"Yonge-Eglinton"
"100",2022,"March","Robbery",1,"Yonge-Eglinton"
"100",2022,"April","Assault",7,"Yonge-Eglinton"
"100",2022,"April","Break and Enter",5,"Yonge-Eglinton"
"100",2022,"May","Assault",6,"Yonge-Eglinton"
"100",2022,"May","Auto Theft",5,"Yonge-Eglinton"
"100",2022,"May","Theft Over",1,"Yonge-Eglinton"
"100",2022,"June","Assault",12,"Yonge-Eglinton"
"100",2022,"June","Auto Theft",5,"Yonge-Eglinton"
"100",2022,"June","Break and Enter",6,"Yonge-Eglinton"
"100",2022,"June","Robbery",1,"Yonge-Eglinton"
"100",2022,"June","Theft Over",1,"Yonge-Eglinton"
"100",2022,"July","Assault",17,"Yonge-Eglinton"
"100",2022,"July","Auto Theft",5,"Yonge-Eglinton"
"100",2022,"July","Break and Enter",3,"Yonge-Eglinton"
"100",2022,"July","Robbery",1,"Yonge-Eglinton"
"100",2022,"August","Assault",13,"Yonge-Eglinton"
"100",2022,"August","Break and Enter",4,"Yonge-Eglinton"
"100",2022,"September","Assault",13,"Yonge-Eglinton"
"100",2022,"September","Break and Enter",1,"Yonge-Eglinton"
"100",2022,"September","Robbery",1,"Yonge-Eglinton"
"100",2022,"September","Theft Over",1,"Yonge-Eglinton"
"100",2022,"October","Assault",6,"Yonge-Eglinton"
"100",2022,"October","Break and Enter",3,"Yonge-Eglinton"
"100",2022,"November","Assault",11,"Yonge-Eglinton"
"100",2022,"November","Auto Theft",3,"Yonge-Eglinton"
"100",2022,"November","Break and Enter",2,"Yonge-Eglinton"
"100",2022,"December","Assault",7,"Yonge-Eglinton"
"100",2022,"December","Auto Theft",6,"Yonge-Eglinton"
"100",2022,"December","Break and Enter",2,"Yonge-Eglinton"
"100",2022,"December","Robbery",1,"Yonge-Eglinton"
"100",2022,"December","Theft Over",2,"Yonge-Eglinton"
"100",2023,"January","Assault",9,"Yonge-Eglinton"
"100",2023,"January","Auto Theft",6,"Yonge-Eglinton"
"100",2023,"January","Break and Enter",6,"Yonge-Eglinton"
"100",2023,"January","Robbery",1,"Yonge-Eglinton"
"100",2023,"January","Theft Over",3,"Yonge-Eglinton"
"100",2023,"February","Assault",7,"Yonge-Eglinton"
"100",2023,"February","Auto Theft",2,"Yonge-Eglinton"
"100",2023,"February","Theft Over",1,"Yonge-Eglinton"
"100",2023,"March","Assault",9,"Yonge-Eglinton"
"100",2023,"March","Auto Theft",4,"Yonge-Eglinton"
"100",2023,"March","Break and Enter",2,"Yonge-Eglinton"
"100",2023,"March","Robbery",2,"Yonge-Eglinton"
"100",2023,"April","Assault",11,"Yonge-Eglinton"
"100",2023,"April","Auto Theft",3,"Yonge-Eglinton"
"100",2023,"April","Break and Enter",2,"Yonge-Eglinton"
"100",2023,"April","Robbery",1,"Yonge-Eglinton"
"100",2023,"April","Theft Over",1,"Yonge-Eglinton"
"100",2023,"May","Assault",11,"Yonge-Eglinton"
"100",2023,"May","Auto Theft",7,"Yonge-Eglinton"
"100",2023,"May","Break and Enter",5,"Yonge-Eglinton"
"100",2023,"May","Robbery",1,"Yonge-Eglinton"
"100",2023,"May","Theft Over",3,"Yonge-Eglinton"
"100",2023,"June","Assault",9,"Yonge-Eglinton"
"100",2023,"June","Auto Theft",3,"Yonge-Eglinton"
"100",2023,"June","Break and Enter",3,"Yonge-Eglinton"
"100",2023,"June","Robbery",2,"Yonge-Eglinton"
"100",2023,"July","Assault",10,"Yonge-Eglinton"
"100",2023,"July","Auto Theft",1,"Yonge-Eglinton"
"100",2023,"July","Break and Enter",2,"Yonge-Eglinton"
"100",2023,"August","Assault",6,"Yonge-Eglinton"
"100",2023,"August","Auto Theft",3,"Yonge-Eglinton"
"100",2023,"August","Break and Enter",4,"Yonge-Eglinton"
"100",2023,"August","Theft Over",3,"Yonge-Eglinton"
"100",2023,"September","Assault",8,"Yonge-Eglinton"
"100",2023,"September","Auto Theft",3,"Yonge-Eglinton"
"100",2023,"September","Break and Enter",4,"Yonge-Eglinton"
"100",2023,"September","Theft Over",1,"Yonge-Eglinton"
"100",2023,"October","Assault",8,"Yonge-Eglinton"
"100",2023,"October","Auto Theft",2,"Yonge-Eglinton"
"100",2023,"October","Break and Enter",1,"Yonge-Eglinton"
"100",2023,"October","Theft Over",2,"Yonge-Eglinton"
"100",2023,"November","Assault",10,"Yonge-Eglinton"
"100",2023,"November","Auto Theft",5,"Yonge-Eglinton"
"100",2023,"November","Break and Enter",4,"Yonge-Eglinton"
"100",2023,"November","Robbery",2,"Yonge-Eglinton"
"100",2023,"November","Theft Over",2,"Yonge-Eglinton"
"100",2023,"December","Assault",8,"Yonge-Eglinton"
"100",2023,"December","Auto Theft",1,"Yonge-Eglinton"
"100",2023,"December","Break and Enter",1,"Yonge-Eglinton"
"100",2023,"December","Robbery",1,"Yonge-Eglinton"
"100",2023,"December","Theft Over",3,"Yonge-Eglinton"
"100",2024,"January","Assault",10,"Yonge-Eglinton"
"100",2024,"January","Auto Theft",4,"Yonge-Eglinton"
"100",2024,"January","Break and Enter",2,"Yonge-Eglinton"
"100",2024,"January","Theft Over",2,"Yonge-Eglinton"
"100",2024,"February","Assault",11,"Yonge-Eglinton"
"100",2024,"February","Break and Enter",2,"Yonge-Eglinton"
"100",2024,"February","Robbery",3,"Yonge-Eglinton"
"100",2024,"February","Theft Over",1,"Yonge-Eglinton"
"100",2024,"March","Assault",22,"Yonge-Eglinton"
"100",2024,"March","Auto Theft",4,"Yonge-Eglinton"
"100",2024,"April","Assault",20,"Yonge-Eglinton"
"100",2024,"April","Auto Theft",3,"Yonge-Eglinton"
"100",2024,"April","Break and Enter",3,"Yonge-Eglinton"
"100",2024,"April","Robbery",2,"Yonge-Eglinton"
"100",2024,"April","Theft Over",2,"Yonge-Eglinton"
"100",2024,"May","Assault",12,"Yonge-Eglinton"
"100",2024,"May","Auto Theft",6,"Yonge-Eglinton"
"100",2024,"May","Break and Enter",2,"Yonge-Eglinton"
"100",2024,"May","Robbery",1,"Yonge-Eglinton"
"100",2024,"May","Theft Over",1,"Yonge-Eglinton"
"100",2024,"June","Assault",9,"Yonge-Eglinton"
"100",2024,"June","Auto Theft",1,"Yonge-Eglinton"
"100",2024,"June","Break and Enter",4,"Yonge-Eglinton"
"100",2024,"June","Robbery",1,"Yonge-Eglinton"
"100",2024,"July","Assault",11,"Yonge-Eglinton"
"100",2024,"July","Auto Theft",1,"Yonge-Eglinton"
"100",2024,"July","Break and Enter",5,"Yonge-Eglinton"
"100",2024,"July","Robbery",2,"Yonge-Eglinton"
"100",2024,"July","Theft Over",2,"Yonge-Eglinton"
"100",2024,"August","Assault",11,"Yonge-Eglinton"
"100",2024,"August","Auto Theft",5,"Yonge-Eglinton"
"100",2024,"August","Break and Enter",4,"Yonge-Eglinton"
"100",2024,"August","Robbery",1,"Yonge-Eglinton"
"100",2024,"August","Theft Over",2,"Yonge-Eglinton"
"100",2024,"September","Assault",15,"Yonge-Eglinton"
"100",2024,"September","Auto Theft",3,"Yonge-Eglinton"
"100",2024,"September","Break and Enter",5,"Yonge-Eglinton"
"100",2024,"September","Theft Over",1,"Yonge-Eglinton"
"100",2024,"October","Assault",11,"Yonge-Eglinton"
