"HOOD_158","year","month","CSI_CATEGORY","crime_count","neighbourhood_name"
"013",2021,"August","Break and Enter",1,"Etobicoke West Mall"
"013",2021,"August","Robbery",1,"Etobicoke West Mall"
"013",2021,"September","Assault",6,"Etobicoke West Mall"
"013",2021,"September","Auto Theft",3,"Etobicoke West Mall"
"013",2021,"October","Assault",5,"Etobicoke West Mall"
"013",2021,"October","Auto Theft",3,"Etobicoke West Mall"
"013",2021,"October","Break and Enter",1,"Etobicoke West Mall"
"013",2021,"November","Assault",8,"Etobicoke West Mall"
"013",2021,"November","Auto Theft",1,"Etobicoke West Mall"
"013",2021,"November","Break and Enter",1,"Etobicoke West Mall"
"013",2021,"December","Assault",2,"Etobicoke West Mall"
"013",2021,"December","Auto Theft",2,"Etobicoke West Mall"
"013",2021,"December","Break and Enter",1,"Etobicoke West Mall"
"013",2022,"January","Assault",5,"Etobicoke West Mall"
"013",2022,"January","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"January","Break and Enter",1,"Etobicoke West Mall"
"013",2022,"January","Theft Over",1,"Etobicoke West Mall"
"013",2022,"February","Assault",3,"Etobicoke West Mall"
"013",2022,"February","Break and Enter",6,"Etobicoke West Mall"
"013",2022,"February","Robbery",2,"Etobicoke West Mall"
"013",2022,"March","Assault",3,"Etobicoke West Mall"
"013",2022,"March","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"March","Break and Enter",4,"Etobicoke West Mall"
"013",2022,"March","Robbery",1,"Etobicoke West Mall"
"013",2022,"March","Theft Over",1,"Etobicoke West Mall"
"013",2022,"April","Assault",3,"Etobicoke West Mall"
"013",2022,"April","Break and Enter",2,"Etobicoke West Mall"
"013",2022,"May","Assault",13,"Etobicoke West Mall"
"013",2022,"May","Auto Theft",7,"Etobicoke West Mall"
"013",2022,"May","Break and Enter",2,"Etobicoke West Mall"
"013",2022,"May","Theft Over",1,"Etobicoke West Mall"
"013",2022,"June","Assault",3,"Etobicoke West Mall"
"013",2022,"June","Auto Theft",2,"Etobicoke West Mall"
"013",2022,"June","Break and Enter",2,"Etobicoke West Mall"
"013",2022,"June","Robbery",1,"Etobicoke West Mall"
"013",2022,"June","Theft Over",1,"Etobicoke West Mall"
"013",2022,"July","Assault",4,"Etobicoke West Mall"
"013",2022,"July","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"July","Break and Enter",4,"Etobicoke West Mall"
"013",2022,"August","Assault",2,"Etobicoke West Mall"
"013",2022,"August","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"September","Assault",4,"Etobicoke West Mall"
"013",2022,"September","Auto Theft",1,"Etobicoke West Mall"
"013",2022,"September","Theft Over",1,"Etobicoke West Mall"
"013",2022,"October","Assault",9,"Etobicoke West Mall"
"013",2022,"October","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"November","Assault",5,"Etobicoke West Mall"
"013",2022,"November","Auto Theft",3,"Etobicoke West Mall"
"013",2022,"December","Assault",5,"Etobicoke West Mall"
"013",2022,"December","Auto Theft",5,"Etobicoke West Mall"
"013",2023,"January","Assault",7,"Etobicoke West Mall"
"013",2023,"January","Auto Theft",5,"Etobicoke West Mall"
"013",2023,"January","Break and Enter",1,"Etobicoke West Mall"
"013",2023,"February","Assault",5,"Etobicoke West Mall"
"013",2023,"February","Auto Theft",1,"Etobicoke West Mall"
"013",2023,"February","Break and Enter",3,"Etobicoke West Mall"
"013",2023,"February","Theft Over",1,"Etobicoke West Mall"
"013",2023,"March","Assault",3,"Etobicoke West Mall"
"013",2023,"March","Auto Theft",8,"Etobicoke West Mall"
"013",2023,"March","Theft Over",2,"Etobicoke West Mall"
"013",2023,"April","Assault",7,"Etobicoke West Mall"
"013",2023,"April","Auto Theft",5,"Etobicoke West Mall"
"013",2023,"May","Assault",7,"Etobicoke West Mall"
"013",2023,"May","Auto Theft",3,"Etobicoke West Mall"
"013",2023,"May","Break and Enter",2,"Etobicoke West Mall"
"013",2023,"June","Assault",2,"Etobicoke West Mall"
"013",2023,"June","Auto Theft",3,"Etobicoke West Mall"
"013",2023,"July","Assault",6,"Etobicoke West Mall"
"013",2023,"July","Auto Theft",4,"Etobicoke West Mall"
"013",2023,"July","Break and Enter",1,"Etobicoke West Mall"
"013",2023,"July","Robbery",1,"Etobicoke West Mall"
"013",2023,"July","Theft Over",2,"Etobicoke West Mall"
"013",2023,"August","Assault",3,"Etobicoke West Mall"
"013",2023,"August","Auto Theft",4,"Etobicoke West Mall"
"013",2023,"August","Break and Enter",2,"Etobicoke West Mall"
"013",2023,"September","Assault",5,"Etobicoke West Mall"
"013",2023,"September","Auto Theft",5,"Etobicoke West Mall"
"013",2023,"September","Break and Enter",1,"Etobicoke West Mall"
"013",2023,"October","Assault",7,"Etobicoke West Mall"
"013",2023,"October","Auto Theft",6,"Etobicoke West Mall"
"013",2023,"November","Assault",3,"Etobicoke West Mall"
"013",2023,"November","Auto Theft",14,"Etobicoke West Mall"
"013",2023,"November","Break and Enter",1,"Etobicoke West Mall"
"013",2023,"December","Assault",11,"Etobicoke West Mall"
"013",2023,"December","Auto Theft",7,"Etobicoke West Mall"
"013",2023,"December","Break and Enter",1,"Etobicoke West Mall"
